Date,True_production,Forecast
2021-02-16_8,195.13,282.00528
2021-02-16_9,278.36,329.67996
2021-02-16_10,358.1,390.93042
2021-02-16_11,351.09,394.8784
2021-02-16_12,374.19,324.89743
2021-02-16_13,233.36,340.1741
2021-02-16_14,227.02999999999997,191.57144
2021-02-16_15,98.92000000000002,125.26182
2021-02-16_16,6.240000000000009,24.586767
2021-02-16_17,0.0,0.0
2021-02-16_18,0.0,2.8488214
2021-02-16_19,0.0,4.4613705
2021-02-16_20,0.0,5.144354
2021-02-16_21,0.0,4.983099
2021-02-16_22,0.0,4.508917
2021-02-16_23,0.0,5.670294
2021-02-17_0,0.0,6.041754
2021-02-17_1,0.0,2.3125665
2021-02-17_2,0.0,0.99591625
2021-02-17_3,0.0,0.0
2021-02-17_4,0.0,0.0
2021-02-17_5,0.0,0.0
2021-02-17_6,0.0,0.0
2021-02-17_7,32.049999999999955,22.910498
2021-02-17_8,267.66,97.825935
2021-02-17_9,421.03,484.3588
2021-02-17_10,135.93,580.9295
2021-02-17_11,91.64999999999998,160.97116
2021-02-17_12,81.07,107.6493
2021-02-17_13,24.739999999999952,92.34223
2021-02-17_14,2.159999999999968,42.38065
2021-02-17_15,0.0,6.9078426
2021-02-17_16,0.0,0.0
2021-02-17_17,0.0,0.0
2021-02-17_18,0.0,1.8076228
2021-02-17_19,0.0,5.445318
2021-02-17_20,0.0,5.3645077
2021-02-17_21,0.0,4.991766
2021-02-17_22,0.0,4.750372
2021-02-17_23,0.0,4.9146175
2021-02-18_0,0.0,5.5339413
2021-02-18_1,0.0,2.0260675
2021-02-18_2,0.0,0.2864436
2021-02-18_3,0.0,0.0
2021-02-18_4,0.0,0.0
2021-02-18_5,0.0,0.0
2021-02-18_6,0.0,0.0
2021-02-18_7,0.0,21.945227
2021-02-18_8,0.0,33.122196
2021-02-18_9,0.4500000000000455,43.63486
2021-02-18_10,153.85000000000002,43.002537
2021-02-18_11,360.47,189.59607
2021-02-18_12,346.72,334.77985
2021-02-18_13,294.25,316.86737
2021-02-18_14,311.59,224.8172
2021-02-18_15,132.28999999999996,172.43024
2021-02-18_16,12.560000000000002,32.665928
2021-02-18_17,0.0,0.0
2021-02-18_18,0.0,2.1894586
2021-02-18_19,0.0,3.9637506
2021-02-18_20,0.0,3.8582819
2021-02-18_21,0.0,4.1624813
2021-02-18_22,0.0,5.401617
2021-02-18_23,0.0,4.342657
2021-02-19_0,0.0,4.7968197
2021-02-19_1,0.0,6.350836
2021-02-19_2,0.0,2.731939
2021-02-19_3,0.0,0.0
2021-02-19_4,0.0,0.0
2021-02-19_5,0.0,0.0
2021-02-19_6,0.39999999999997726,18.679754
2021-02-19_7,107.05000000000001,159.1919
2021-02-19_8,308.96,273.56467
2021-02-19_9,694.29,525.4596
2021-02-19_10,1277.59,1009.3258
2021-02-19_11,447.01,1434.6023
2021-02-19_12,84.99000000000001,478.03632
2021-02-19_13,51.02000000000004,106.19727
2021-02-19_14,15.21999999999997,59.774998
2021-02-19_15,21.060000000000002,21.246405
2021-02-19_16,2.2100000000000364,4.9470882
2021-02-19_17,0.0,0.0
2021-02-19_18,0.0,1.639532
2021-02-19_19,0.0,5.6544857
2021-02-19_20,0.0,5.4856625
2021-02-19_21,0.0,5.005621
2021-02-19_22,0.0,4.078436
2021-02-19_23,0.0,5.232794
2021-02-20_0,0.0,6.005377
2021-02-20_1,0.0,3.0777643
2021-02-20_2,0.0,0.8640193
2021-02-20_3,0.0,0.0
2021-02-20_4,0.0,0.0
2021-02-20_5,0.0,0.0
2021-02-20_6,2.269999999999982,47.05402
2021-02-20_7,447.97,253.84909
2021-02-20_8,2304.81,1145.505
2021-02-20_9,2923.31,3101.5667
2021-02-20_10,3226.03,3251.6013
2021-02-20_11,3313.33,3306.407
2021-02-20_12,3131.42,3150.2332
2021-02-20_13,2461.13,2696.191
2021-02-20_14,1817.25,1756.7789
2021-02-20_15,1214.14,824.40314
2021-02-20_16,232.61,266.15128
2021-02-20_17,0.8799999999999955,0.0
2021-02-20_18,0.0,5.824774
2021-02-20_19,0.0,2.0761774
2021-02-20_20,0.0,2.5584161
2021-02-20_21,0.0,3.9356134
2021-02-20_22,0.0,4.347723
2021-02-20_23,0.0,4.722967
2021-02-21_0,0.0,5.5464535
2021-02-21_1,0.0,4.3396664
2021-02-21_2,0.0,5.3345394
2021-02-21_3,0.0,6.786688
2021-02-21_4,0.0,0.0
2021-02-21_5,0.0,0.0
2021-02-21_6,0.92999999999995,40.921818
2021-02-21_7,617.74,647.0717
2021-02-21_8,1979.75,1353.3348
2021-02-21_9,2715.96,2687.618
2021-02-21_10,3213.59,3162.5864
2021-02-21_11,3336.46,3343.8145
2021-02-21_12,3159.87,3206.0737
2021-02-21_13,2756.16,2721.317
2021-02-21_14,2070.86,2031.0511
2021-02-21_15,1187.96,1046.6799
2021-02-21_16,306.56,243.26065
2021-02-21_17,2.080000000000041,17.601233
2021-02-21_18,0.0,0.0
2021-02-21_19,0.0,5.406378
2021-02-21_20,0.0,4.5167294
2021-02-21_21,0.0,4.307745
2021-02-21_22,0.0,5.002569
2021-02-21_23,0.0,5.139471
2021-02-22_0,0.0,5.434698
2021-02-22_1,0.0,1.5482234
2021-02-22_2,0.0,2.4804742
2021-02-22_3,0.0,3.4110773
2021-02-22_4,0.0,0.0
2021-02-22_5,0.0,0.0
2021-02-22_6,3.7799999999999727,61.295536
2021-02-22_7,805.51,670.1633
2021-02-22_8,2108.43,1694.8662
2021-02-22_9,2820.45,2792.6538
2021-02-22_10,3218.86,3204.8218
2021-02-22_11,3319.69,3315.9907
2021-02-22_12,3164.1,3162.749
2021-02-22_13,2767.17,2732.5894
2021-02-22_14,2105.12,2024.6456
2021-02-22_15,1229.38,1085.0656
2021-02-22_16,319.35,260.8883
2021-02-22_17,3.2000000000000455,15.80509
2021-02-22_18,0.0,0.0
2021-02-22_19,0.0,5.703314
2021-02-22_20,0.0,4.5238094
2021-02-22_21,0.0,4.125738
2021-02-22_22,0.0,4.891485
2021-02-22_23,0.0,5.0726986
2021-02-23_0,0.0,5.1713924
2021-02-23_1,0.0,2.2288873
2021-02-23_2,0.0,3.4018
2021-02-23_3,0.0,4.189886
2021-02-23_4,0.0,0.0
2021-02-23_5,0.0,0.0
2021-02-23_6,13.38999999999993,65.176216
2021-02-23_7,660.51,709.276
2021-02-23_8,1986.87,1479.4266
2021-02-23_9,2772.38,2718.5203
2021-02-23_10,3186.25,3154.5645
2021-02-23_11,3069.54,3214.7634
2021-02-23_12,2790.74,2848.5945
2021-02-23_13,2188.22,2351.66
2021-02-23_14,1448.19,1491.0529
2021-02-23_15,708.93,678.5831
2021-02-23_16,192.95,152.85516
2021-02-23_17,1.4099999999999682,15.702856
2021-02-23_18,0.0,4.359625
2021-02-23_19,0.0,2.004278
2021-02-23_20,0.0,5.810858
2021-02-23_21,0.0,3.549383
2021-02-23_22,0.0,5.0444393
2021-02-23_23,0.0,5.4982357
