,Index,Data,Hour,Energy,Solar_position,Solar_height,Cloud,UV_Index,Temperature,Precip,Humidity
0,2020-02-01_0,2020-02-01,0,0.0,1.556967998398051,-57.56789861073746,98.0,1,4,0.1,89
1,2020-02-01_1,2020-02-01,1,0.0,27.176389502688952,-55.13187706009543,98.0,1,4,0.0,89
2,2020-02-01_2,2020-02-01,2,0.0,48.50789319555714,-49.15492480958432,99.0,1,5,0.0,90
3,2020-02-01_3,2020-02-01,3,0.0,65.2877060058842,-41.02619061966672,100.0,1,5,0.0,90
4,2020-02-01_4,2020-02-01,4,0.0,78.94936100837285,-31.80589072285174,88.0,1,5,0.0,91
5,2020-02-01_5,2020-02-01,5,0.0,90.85359204662169,-22.160244883492044,85.0,1,4,0.0,91
6,2020-02-01_6,2020-02-01,6,0.0,101.98106169307651,-12.536775213136512,99.0,1,4,0.0,92
7,2020-02-01_7,2020-02-01,7,0.0,113.04198905651494,-3.29899762280698,100.0,1,5,0.0,91
8,2020-02-01_8,2020-02-01,8,22.13,124.58677512219444,5.34680933645422,99.0,2,5,0.0,91
9,2020-02-01_9,2020-02-01,9,171.33,137.04369518287228,12.604577003740523,99.0,2,6,0.0,90
10,2020-02-01_10,2020-02-01,10,484.35,150.6703025922699,18.309375306901227,96.0,2,7,0.0,88
11,2020-02-01_11,2020-02-01,11,727.85,165.43024375931617,21.937681925227768,95.0,2,7,0.0,87
12,2020-02-01_12,2020-02-01,12,1491.45,180.88950921117333,23.102979914449072,95.0,2,8,0.0,85
13,2020-02-01_13,2020-02-01,13,982.55,196.307938440172,21.666728736437253,95.0,2,8,0.0,85
14,2020-02-01_14,2020-02-01,14,1107.06,210.96532245095563,17.79922176093261,95.0,2,8,0.0,86
15,2020-02-01_15,2020-02-01,15,215.95,224.4705462831026,11.906163030608154,95.0,2,8,0.0,87
16,2020-02-01_16,2020-02-01,16,13.37,236.8255996724672,4.527299130300161,95.0,2,7,0.0,86
17,2020-02-01_17,2020-02-01,17,0.0,248.3119399236335,-4.230784713599477,91.0,2,7,0.0,86
18,2020-02-01_18,2020-02-01,18,0.0,259.3728346023178,-13.516493534572437,94.0,1,7,0.0,86
19,2020-02-01_19,2020-02-01,19,0.0,270.5740991011854,-23.145779806942357,94.0,1,5,0.0,86
20,2020-02-01_20,2020-02-01,20,0.0,282.6498536431461,-32.74806382526165,80.0,1,4,0.3,87
21,2020-02-01_21,2020-02-01,21,0.0,296.6162726631332,-41.85596376679365,47.0,1,3,0.4,87
22,2020-02-01_22,2020-02-01,22,0.0,313.85819326214215,-49.76444500702565,84.0,1,4,0.2,87
23,2020-02-01_23,2020-02-01,23,0.0,335.70338459344134,-55.36477741740189,99.0,1,5,0.3,88
24,2020-02-02_0,2020-02-02,0,0.0,1.4854012840520454,-57.28552010598182,100.0,1,6,0.6,89
25,2020-02-02_1,2020-02-02,1,0.0,26.969334564550646,-54.8726072017235,99.0,1,6,0.3,88
26,2020-02-02_2,2020-02-02,2,0.0,48.24580483526492,-48.92707074602818,92.0,1,6,0.2,88
27,2020-02-02_3,2020-02-02,3,0.0,65.02294336430289,-40.822412960759436,57.0,1,6,0.3,88
28,2020-02-02_4,2020-02-02,4,0.0,78.69918255721699,-31.61521122121095,27.0,1,5,0.2,87
29,2020-02-02_5,2020-02-02,5,0.0,90.62040188380104,-21.972992086047338,54.0,1,5,0.4,86
30,2020-02-02_6,2020-02-02,6,0.0,101.76348688218495,-12.345109197218953,78.0,2,5,0.5,85
31,2020-02-02_7,2020-02-02,7,0.0,112.8392199562135,-3.0965096615541468,95.0,2,5,0.2,81
32,2020-02-02_8,2020-02-02,8,389.67,124.40058445690642,5.560463938478109,94.0,2,6,0.3,77
33,2020-02-02_9,2020-02-02,9,277.34,136.87979439437777,12.841275347765071,61.0,2,6,0.4,74
34,2020-02-02_10,2020-02-02,10,707.97,150.53884219669692,18.56704204225494,22.0,2,6,0.2,72
35,2020-02-02_11,2020-02-02,11,219.77,165.34392362990027,22.212869440277533,38.0,2,6,0.2,70
36,2020-02-02_12,2020-02-02,12,348.65,180.85823199004938,23.388323173536964,47.0,2,7,0.3,68
37,2020-02-02_13,2020-02-02,13,381.64,196.3330101263768,21.95269532853144,75.0,2,7,0.1,68
38,2020-02-02_14,2020-02-02,14,347.76,211.03895624996602,18.07743068989802,88.0,2,7,0.1,68
39,2020-02-02_15,2020-02-02,15,78.54,224.58098683071955,12.171401247989271,99.0,2,7,0.1,68
40,2020-02-02_16,2020-02-02,16,0.15,236.96241559350426,4.77398320302168,99.0,2,6,0.0,71
41,2020-02-02_17,2020-02-02,17,0.0,248.46821621816403,-3.988316322827503,99.0,2,6,0.2,74
42,2020-02-02_18,2020-02-02,18,0.0,259.54490617531343,-13.281594002220704,100.0,1,5,0.2,77
43,2020-02-02_19,2020-02-02,19,0.0,270.76010891871454,-22.913399299350672,99.0,1,4,0.1,81
44,2020-02-02_20,2020-02-02,20,0.0,282.8471844085195,-32.51185186030015,100.0,1,4,0.7,85
45,2020-02-02_21,2020-02-02,21,0.0,296.81606380121923,-41.60838955311356,100.0,1,4,0.9,89
46,2020-02-02_22,2020-02-02,22,0.0,314.03320035946604,-49.49839364161161,100.0,1,3,0.5,90
47,2020-02-02_23,2020-02-02,23,0.0,335.79249891998785,-55.079895296485255,99.0,1,3,1.7,92
48,2020-02-03_0,2020-02-03,0,0.0,1.4209249685882526,-56.99806994568846,94.0,1,3,3.3,93
49,2020-02-03_1,2020-02-03,1,0.0,26.767619741807774,-54.60727409429685,95.0,1,4,1.7,93
50,2020-02-03_2,2020-02-03,2,0.0,47.986552633683345,-48.692715169406796,89.0,1,5,0.9,94
51,2020-02-03_3,2020-02-03,3,0.0,64.75917934616217,-40.61213601450972,93.0,1,6,1.2,94
52,2020-02-03_4,2020-02-03,4,0.0,78.44902313462951,-31.418195521554004,86.0,1,6,0.6,91
53,2020-02-03_5,2020-02-03,5,0.0,90.38679145723052,-21.779580189930464,88.0,1,6,0.8,89
54,2020-02-03_6,2020-02-03,6,0.0,101.54536072508829,-12.147426851141336,90.0,2,6,1.0,87
55,2020-02-03_7,2020-02-03,7,0.0,112.63597385676336,-2.8881072485234287,81.0,2,6,0.5,87
56,2020-02-03_8,2020-02-03,8,7.85,124.21418131661707,5.780110268716848,77.0,2,5,0.5,86
57,2020-02-03_9,2020-02-03,9,70.53,136.7161785442935,13.083750319054106,56.0,2,5,0.7,86
58,2020-02-03_10,2020-02-03,10,248.61,150.40846295246814,18.83034221760681,38.0,2,5,0.4,88
59,2020-02-03_11,2020-02-03,11,151.54,165.25978882382316,22.49341778821096,44.0,2,6,1.0,89
60,2020-02-03_12,2020-02-03,12,115.75,180.8303937349224,23.67855052337022,48.0,2,6,1.4,90
61,2020-02-03_13,2020-02-03,13,160.16,196.36261250511944,22.242875697856604,53.0,2,6,0.7,88
62,2020-02-03_14,2020-02-03,14,154.18,211.11781153697308,18.359102261433538,68.0,2,6,0.7,86
63,2020-02-03_15,2020-02-03,15,90.46,224.69693775206366,12.439429023877409,71.0,2,6,0.9,84
64,2020-02-03_16,2020-02-03,16,1.7,237.10478292930526,5.023295913644764,76.0,2,6,0.5,84
65,2020-02-03_17,2020-02-03,17,0.0,248.62999763124714,-3.7440339158300415,81.0,2,5,0.4,83
66,2020-02-03_18,2020-02-03,18,0.0,259.722454098794,-13.045059941110782,91.0,1,5,0.6,83
67,2020-02-03_19,2020-02-03,19,0.0,270.951634945311,-22.679368985579945,92.0,1,4,0.3,84
68,2020-02-03_20,2020-02-03,20,0.0,283.05015023875717,-32.27377178545162,98.0,1,4,0.3,86
69,2020-02-03_21,2020-02-03,21,0.0,297.02166637870397,-41.35851117649897,99.0,1,4,0.4,87
70,2020-02-03_22,2020-02-03,22,0.0,314.2142463830587,-49.229375755518255,100.0,1,4,0.2,87
71,2020-02-03_23,2020-02-03,23,0.0,335.8880609333063,-54.79116006691597,99.0,1,4,0.2,87
72,2020-02-04_0,2020-02-04,0,0.0,1.3631781206200628,-56.70567491807302,100.0,1,4,0.5,87
73,2020-02-04_1,2020-02-04,1,0.0,26.571290986323127,-54.33600617139361,99.0,1,4,0.2,88
74,2020-02-04_2,2020-02-04,2,0.0,47.730280525172596,-48.45196748489806,100.0,1,4,0.1,88
75,2020-02-04_3,2020-02-04,3,0.0,64.4965703552554,-40.395450952457864,100.0,1,3,0.1,89
76,2020-02-04_4,2020-02-04,4,0.0,78.19902020490242,-31.214925792731012,100.0,1,3,0.1,91
77,2020-02-04_5,2020-02-04,5,0.0,90.15287483659586,-21.580089801865533,99.0,1,3,0.5,92
78,2020-02-04_6,2020-02-04,6,0.0,101.32677608736005,-11.943811726143037,99.0,1,3,0.7,94
79,2020-02-04_7,2020-02-04,7,0.0,112.43232499109287,-2.6738792265338027,99.0,1,3,0.4,95
80,2020-02-04_8,2020-02-04,8,0.0,124.02762325234669,6.0056539266953815,100.0,1,2,1.9,96
81,2020-02-04_9,2020-02-04,9,0.0,136.55289062181643,13.331902643492484,100.0,1,2,2.6,97
82,2020-02-04_10,2020-02-04,10,1.42,150.27919691478252,19.099171128854344,97.0,1,2,1.3,96
83,2020-02-04_11,2020-02-04,11,0.83,165.17786538293018,22.779217972435752,88.0,1,2,3.8,95
84,2020-02-04_12,2020-02-04,12,0.0,180.80601655370526,23.97354893600749,87.0,1,2,5.1,94
85,2020-02-04_13,2020-02-04,13,0.0,196.39675874834373,22.53715373027815,91.0,1,2,2.5,90
86,2020-02-04_14,2020-02-04,14,0.0,211.2018839845964,18.644120453149867,99.0,1,2,1.7,87
87,2020-02-04_15,2020-02-04,15,0.0,224.8183722476116,12.710134128391076,100.0,1,2,2.3,83
88,2020-02-04_16,2020-02-04,16,0.0,237.25265247056137,5.275100837394219,99.0,1,2,1.2,83
89,2020-02-04_17,2020-02-04,17,0.0,248.7972145385777,-3.4980282883357985,98.0,1,1,0.6,82
90,2020-02-04_18,2020-02-04,18,0.0,259.9053893121529,-12.806970489053295,97.0,1,1,0.8,82
91,2020-02-04_19,2020-02-04,19,0.0,271.14856710639594,-22.44375767377889,96.0,1,0,0.4,84
92,2020-02-04_20,2020-02-04,20,0.0,283.2586152898376,-32.0338853181952,97.0,1,0,0.4,86
93,2020-02-04_21,2020-02-04,21,0.0,297.2329117997573,-41.10638950545288,98.0,1,-1,0.5,89
94,2020-02-04_22,2020-02-04,22,0.0,314.40112818871347,-48.95746230052288,96.0,1,-1,0.2,90
95,2020-02-04_23,2020-02-04,23,0.0,335.98986044491875,-54.498667101071796,94.0,1,-1,0.5,90
96,2020-02-05_0,2020-02-05,0,0.0,1.3120315181415665,-56.40845915623907,83.0,1,-1,0.9,91
97,2020-02-05_1,2020-02-05,1,0.0,26.380378429228955,-54.058933942335464,76.0,1,-1,0.5,92
98,2020-02-05_2,2020-02-05,2,0.0,47.47711900651914,-48.20494113571147,72.0,1,-1,0.4,93
99,2020-02-05_3,2020-02-05,3,0.0,64.23526354719135,-40.17245368445439,73.0,1,-1,0.5,95
100,2020-02-05_4,2020-02-05,4,0.0,77.94930472475353,-31.005488927767523,70.0,1,-1,0.3,95
101,2020-02-05_5,2020-02-05,5,0.0,89.91876103513441,-21.374605979337343,65.0,1,-1,0.6,96
102,2020-02-05_6,2020-02-05,6,0.0,101.10782148743435,-11.734351458393876,70.0,1,-1,0.8,97
103,2020-02-05_7,2020-02-05,7,0.0,112.22834354140551,-2.4539181061512587,72.0,1,-1,0.4,97
104,2020-02-05_8,2020-02-05,8,0.0,123.84096381875284,6.2369963903010674,69.0,1,-1,0.8,96
105,2020-02-05_9,2020-02-05,9,0.0,136.38996955827264,13.585630239730214,55.0,1,-1,1.1,95
106,2020-02-05_10,2020-02-05,10,0.0,150.1510720366771,19.373421966481605,33.0,1,-1,0.5,89
107,2020-02-05_11,2020-02-05,11,5.46,165.09817534380912,23.070159572205824,12.0,1,0,1.0,82
108,2020-02-05_12,2020-02-05,12,0.04,180.7851187521161,24.27320462956619,2.0,1,0,1.3,75
109,2020-02-05_13,2020-02-05,13,37.14,196.43545832796588,22.83541321443437,0.0,1,0,0.7,71
110,2020-02-05_14,2020-02-05,14,29.32,211.29116553750708,18.93236981015911,0.0,1,-1,0.4,68
111,2020-02-05_15,2020-02-05,15,2.7,224.9452598102816,12.983405573167644,0.0,1,-1,0.5,64
112,2020-02-05_16,2020-02-05,16,0.0,237.40597147694527,5.529266313546565,0.0,1,-2,0.2,66
113,2020-02-05_17,2020-02-05,17,0.0,248.9697940712009,-3.2503879801969133,0.0,2,-3,0.0,68
114,2020-02-05_18,2020-02-05,18,0.0,260.0936198266794,-12.567402283255484,1.0,1,-4,0.0,70
115,2020-02-05_19,2020-02-05,19,0.0,271.35079269434715,-22.2066315963315,4.0,1,-5,0.0,74
116,2020-02-05_20,2020-02-05,20,0.0,283.4724413618334,-31.79225169092109,10.0,1,-7,0.0,77
117,2020-02-05_21,2020-02-05,21,0.0,297.4496294247512,-40.85208317134595,21.0,1,-8,0.0,81
118,2020-02-05_22,2020-02-05,22,0.0,314.593640822604,-48.68272233946189,21.0,1,-7,0.0,83
119,2020-02-05_23,2020-02-05,23,0.0,336.09768410184415,-54.20251025446507,23.0,1,-6,0.0,85
120,2020-02-06_0,2020-02-06,0,0.0,1.2673467382842318,-56.10654618062029,50.0,1,-5,0.1,88
121,2020-02-06_1,2020-02-06,1,0.0,26.194897404442802,-53.776189432480535,41.0,1,-5,0.0,89
122,2020-02-06_2,2020-02-06,2,0.0,47.22718549747611,-47.95175298140601,68.0,1,-5,0.0,90
123,2020-02-06_3,2020-02-06,3,0.0,63.97539687601899,-39.94324425566589,70.0,1,-5,0.0,91
124,2020-02-06_4,2020-02-06,4,0.0,77.70000111063058,-30.78997596510921,63.0,1,-5,0.0,90
125,2020-02-06_5,2020-02-06,5,0.0,89.68455398493879,-21.163217662352004,59.0,1,-5,0.0,89
126,2020-02-06_6,2020-02-06,6,0.0,100.88858110519527,-11.519137205499758,64.0,2,-6,0.0,89
127,2020-02-06_7,2020-02-06,7,0.0,112.02409569225027,-2.2283195059429457,87.0,2,-5,0.0,88
128,2020-02-06_8,2020-02-06,8,0.0,123.65425268252649,6.4740356901602105,88.0,2,-4,0.0,88
129,2020-02-06_9,2020-02-06,9,0.0,136.22745039706282,13.844828761929104,97.0,2,-3,0.0,88
130,2020-02-06_10,2020-02-06,10,0.0,150.0241124118483,19.652986328290442,100.0,2,-3,0.0,90
131,2020-02-06_11,2020-02-06,11,0.0,165.02073706813005,23.36613121622833,100.0,1,-2,0.3,92
132,2020-02-06_12,2020-02-06,12,0.0,180.7677152480984,24.57740348677394,99.0,1,-1,0.4,94
133,2020-02-06_13,2020-02-06,13,0.0,196.47871749656122,23.137538194182163,98.0,1,-1,0.2,95
134,2020-02-06_14,2020-02-06,14,0.0,211.3856449308701,19.223735731058863,95.0,1,0,0.5,96
135,2020-02-06_15,2020-02-06,15,0.0,225.07756677648246,13.259133834988447,97.0,1,0,0.7,97
136,2020-02-06_16,2020-02-06,16,0.0,237.56468425537486,5.785665360835465,99.0,1,0,0.4,97
137,2020-02-06_17,2020-02-06,17,0.0,249.14766072439443,-3.001199171239737,98.0,1,0,1.0,98
138,2020-02-06_18,2020-02-06,18,0.0,260.28705136869746,-12.326429391895301,100.0,1,-1,1.4,98
139,2020-02-06_19,2020-02-06,19,0.0,271.55819706264924,-21.968054361180485,100.0,1,-2,0.7,98
140,2020-02-06_20,2020-02-06,20,0.0,283.69148867467936,-31.54892760324684,100.0,1,-3,0.9,99
141,2020-02-06_21,2020-02-06,21,0.0,297.67164746734727,-40.59564849008328,100.0,1,-4,1.2,99
142,2020-02-06_22,2020-02-06,22,0.0,314.79157857990515,-48.40522288730946,98.0,1,-3,0.6,99
143,2020-02-06_23,2020-02-06,23,0.0,336.21131663488836,-53.90278155820934,95.0,1,-3,0.5,99
144,2020-02-07_0,2020-02-07,0,0.0,1.2289775143441943,-55.80005837011637,94.0,1,-2,1.1,99
145,2020-02-07_1,2020-02-07,1,0.0,26.014849359757854,-53.48790545302032,95.0,1,-1,0.5,99
146,2020-02-07_2,2020-02-07,2,0.0,46.98058455331858,-47.692522521951076,95.0,1,-1,0.5,99
147,2020-02-07_3,2020-02-07,3,0.0,63.71709895052528,-39.70792611488893,94.0,1,0,0.6,99
148,2020-02-07_4,2020-02-07,4,0.0,77.45122699702341,-30.568481400494065,95.0,1,0,0.3,99
149,2020-02-07_5,2020-02-07,5,0.0,89.45035228559703,-20.946017014352385,97.0,1,0,0.7,99
150,2020-02-07_6,2020-02-07,6,0.0,100.66913454987647,-11.29826300105361,96.0,1,0,1.0,99
151,2020-02-07_7,2020-02-07,7,0.0,111.81964342278414,-1.9971815135893036,94.0,1,1,0.5,99
152,2020-02-07_8,2020-02-07,8,0.0,123.46753544423015,6.716667161618712,92.0,1,1,0.7,99
153,2020-02-07_9,2020-02-07,9,0.0,136.06536415718045,14.109392252969913,79.0,1,1,0.9,99
154,2020-02-07_10,2020-02-07,10,0.0,149.89833819554673,19.937754879173287,59.0,1,1,0.4,99
155,2020-02-07_11,2020-02-07,11,0.0,164.9455652405018,23.667021249998736,29.0,1,2,0.7,99
156,2020-02-07_12,2020-02-07,12,33.26,180.75381766351168,24.88603172327452,19.0,1,2,1.0,99
157,2020-02-07_13,2020-02-07,13,788.61,196.52653947330163,23.44341362852983,15.0,1,2,0.5,99
158,2020-02-07_14,2020-02-07,14,707.52,211.4853079625311,19.518105110530282,11.0,1,2,0.4,98
159,2020-02-07_15,2020-02-07,15,212.61,225.2152566606099,13.537211481487518,8.0,1,2,0.5,98
160,2020-02-07_16,2020-02-07,16,55.48,237.7287325445221,6.044176041810268,0.0,1,1,0.3,98
161,2020-02-07_17,2020-02-07,17,0.0,249.33073677946598,-2.7505450945733685,0.0,1,1,0.2,97
162,2020-02-07_18,2020-02-07,18,0.0,260.48558783238275,-12.084122736242588,0.0,1,0,0.3,97
163,2020-02-07_19,2020-02-07,19,0.0,271.77066410281327,-21.72808637163803,0.0,1,0,0.1,94
164,2020-02-07_20,2020-02-07,20,0.0,283.91561635579137,-31.303966622079898,0.0,1,-1,0.1,92
165,2020-02-07_21,2020-02-07,21,0.0,297.8987934739883,-40.33713882910872,0.0,1,-1,0.1,90
166,2020-02-07_22,2020-02-07,22,0.0,314.9947354245252,-48.125028230847406,0.0,1,-2,0.0,86
167,2020-02-07_23,2020-02-07,23,0.0,336.3305411576124,-53.599570487978646,0.0,1,-3,0.0,82
168,2020-02-08_0,2020-02-08,0,0.0,1.1967698886056155,-55.48911618605346,0.0,1,-4,0.0,79
169,2020-02-08_1,2020-02-08,1,0.0,25.840221568087372,-53.19421482767018,0.0,1,-4,0.0,77
170,2020-02-08_2,2020-02-08,2,0.0,46.737407022185714,-47.42737124110418,0.0,1,-4,0.0,75
171,2020-02-08_3,2020-02-08,3,0.0,63.46048797636509,-39.46660560597407,0.0,1,-4,0.0,73
172,2020-02-08_4,2020-02-08,4,0.0,77.20309216074808,-30.34110279379301,0.0,1,-4,0.0,74
173,2020-02-08_5,2020-02-08,5,0.0,89.21624816135821,-20.723099096196712,0.0,1,-4,0.0,75
174,2020-02-08_6,2020-02-08,6,0.0,100.44955584061485,-11.071825454898953,0.0,2,-4,0.0,76
175,2020-02-08_7,2020-02-08,7,109.43,111.6150434905838,-1.7606043731136285,0.0,2,-3,0.0,78
176,2020-02-08_8,2020-02-08,8,928.52,123.28085260436184,6.964783916127981,0.0,2,-2,0.0,80
177,2020-02-08_9,2020-02-08,9,1579.6,135.90373676663427,14.37921359886594,0.0,2,0,0.0,81
178,2020-02-08_10,2020-02-08,10,2181.27,149.77376451976392,20.227617926408552,0.0,2,1,0.0,82
179,2020-02-08_11,2020-02-08,11,3066.1,164.87266981172394,23.97271846847962,0.0,2,2,0.0,82
180,2020-02-08_12,2020-02-08,12,3146.97,180.74343336549316,25.198976790631637,0.0,2,3,0.0,83
181,2020-02-08_13,2020-02-08,13,2685.7,196.57892363347236,23.752926453305488,0.0,2,3,0.0,84
182,2020-02-08_14,2020-02-08,14,1986.74,211.59013684860213,19.815367532421092,0.0,2,3,0.0,86
183,2020-02-08_15,2020-02-08,15,1032.05,225.35828967223728,13.817534458832505,0.0,2,3,0.0,88
184,2020-02-08_16,2020-02-08,16,172.1,237.8980551592651,6.304682578827922,0.0,2,3,0.0,88
185,2020-02-08_17,2020-02-08,17,0.0,249.5189420296726,-2.498504648111189,0.0,2,2,0.0,88
186,2020-02-08_18,2020-02-08,18,0.0,260.68913103372523,-11.840548674208172,0.0,1,2,0.0,89
187,2020-02-08_19,2020-02-08,19,0.0,271.9880759696594,-21.48678339310161,0.0,1,1,0.0,88
188,2020-02-08_20,2020-02-08,20,0.0,284.1446820648345,-31.057417748354244,0.0,1,0,0.0,87
189,2020-02-08_21,2020-02-08,21,0.0,298.1308937305144,-40.07660319765082,0.0,1,-1,0.0,86
190,2020-02-08_22,2020-02-08,22,0.0,315.2029040149025,-47.84219859839509,0.0,1,-1,0.0,84
191,2020-02-08_23,2020-02-08,23,0.0,336.455137687111,-53.29296280967288,0.0,1,-1,0.0,83
192,2020-02-09_0,2020-02-09,0,0.0,1.1705604022259877,-55.173837296778046,0.0,1,-2,0.0,81
193,2020-02-09_1,2020-02-09,1,0.0,25.670985068276533,-52.895249840211505,0.0,1,-2,0.0,81
194,2020-02-09_2,2020-02-09,2,0.0,46.49772776403083,-47.15642240013528,0.0,1,-2,0.0,80
195,2020-02-09_3,2020-02-09,3,0.0,63.205669513063576,-39.219392054999005,1.0,1,-2,0.0,79
196,2020-02-09_4,2020-02-09,4,0.0,76.95569643621992,-30.1079410445569,12.0,1,-2,0.0,79
197,2020-02-09_5,2020-02-09,5,0.0,88.9823255072591,-20.494562238613405,74.0,1,-3,0.0,79
198,2020-02-09_6,2020-02-09,6,0.0,100.2299115161242,-10.83992414850317,88.0,2,-3,0.0,79
199,2020-02-09_7,2020-02-09,7,325.65,111.41034553388252,-1.5186908390218388,76.0,2,-2,0.0,79
200,2020-02-09_8,2020-02-09,8,1265.14,123.09423759620813,7.21827670140042,72.0,1,-1,0.0,78
201,2020-02-09_9,2020-02-09,9,2466.95,135.7425869870288,14.654184469501214,69.0,1,0,0.0,78
202,2020-02-09_10,2020-02-09,10,2827.86,149.65039930910106,20.52246560930948,60.0,1,1,0.0,78
203,2020-02-09_11,2020-02-09,11,3131.81,164.8020537753859,24.28311262711544,39.0,1,2,0.0,79
204,2020-02-09_12,2020-02-09,12,3196.99,180.73656332178584,25.51612823990002,18.0,1,3,0.0,79
205,2020-02-09_13,2020-02-09,13,2749.3,196.63586356332672,24.065966778661924,21.0,1,3,0.0,80
206,2020-02-09_14,2020-02-09,14,1902.52,211.70010853845383,20.115416742848733,35.0,2,3,0.0,80
207,2020-02-09_15,2020-02-09,15,891.3,225.50662128574677,14.100003765744187,4.0,2,3,0.0,81
208,2020-02-09_16,2020-02-09,16,194.83,238.07258676418363,6.567076940230829,0.0,2,2,0.0,81
209,2020-02-09_17,2020-02-09,17,0.0,249.71219267811443,-2.245150515487376,4.0,2,1,0.0,80
210,2020-02-09_18,2020-02-09,18,0.0,260.89757964978645,-11.595767093835766,48.0,1,0,0.0,80
211,2020-02-09_19,2020-02-09,19,0.0,272.21031196375253,-21.24419465857328,94.0,1,0,0.0,79
212,2020-02-09_20,2020-02-09,20,0.0,284.3785406959941,-30.80932357827536,69.0,1,-1,0.0,78
213,2020-02-09_21,2020-02-09,21,0.0,298.36777162380884,-39.81408453091195,15.0,1,-1,0.0,77
214,2020-02-09_22,2020-02-09,22,0.0,315.4158735234205,-47.55678866952254,20.0,1,-1,0.0,77
215,2020-02-09_23,2020-02-09,23,0.0,336.58488037114023,-52.983039472828466,84.0,1,-1,0.0,78
216,2020-02-10_0,2020-02-10,0,0.0,1.1501731230106031,-54.854335979730166,94.0,1,-1,0.0,78
217,2020-02-10_1,2020-02-10,1,0.0,25.50709179162891,-52.591142134879505,94.0,1,0,0.0,78
218,2020-02-10_2,2020-02-10,2,0.0,46.261602877797706,-46.879801374245346,98.0,1,0,0.0,78
219,2020-02-10_3,2020-02-10,3,0.0,62.952733939729995,-38.966398434097705,98.0,1,1,0.0,78
220,2020-02-10_4,2020-02-10,4,0.0,76.70912744862393,-29.86910125579701,97.0,1,1,0.0,76
221,2020-02-10_5,2020-02-10,5,0.0,88.74865781818147,-20.26050899947119,98.0,1,2,0.0,74
222,2020-02-10_6,2020-02-10,6,0.0,100.0102586615795,-10.602662607180068,97.0,1,3,0.0,73
223,2020-02-10_7,2020-02-10,7,5.41,111.2055901074139,-1.2715470948289644,97.0,1,4,0.0,71
224,2020-02-10_8,2020-02-10,8,341.39,122.90771475658029,7.477033208454758,87.0,1,5,0.0,69
225,2020-02-10_9,2020-02-10,9,636.94,135.5819242649755,14.934194729077685,34.0,2,6,0.0,67
226,2020-02-10_10,2020-02-10,10,460.49,149.52824099673919,20.822187572241965,73.0,2,6,0.0,67
227,2020-02-10_11,2020-02-10,11,37.98,164.73371079665702,24.5980944480108,78.0,3,7,0.0,67
228,2020-02-10_12,2020-02-10,12,174.74,180.73319976810296,25.837378094317778,73.0,3,8,0.0,67
229,2020-02-10_13,2020-02-10,13,234.8,196.6973448986007,24.38242860537241,64.0,3,7,0.0,72
230,2020-02-10_14,2020-02-10,14,894.46,211.8151928028353,20.418151640770887,59.0,3,7,0.7,77
231,2020-02-10_15,2020-02-10,15,277.15,225.66020058194297,14.38452662997374,78.0,3,6,1.0,82
232,2020-02-10_16,2020-02-10,16,8.58,238.25225641476985,6.831259931721599,64.0,3,5,0.5,80
233,2020-02-10_17,2020-02-10,17,0.0,249.9104000070015,-1.9905478545748765,58.0,1,4,1.2,78
234,2020-02-10_18,2020-02-10,18,0.0,261.1108279300296,-11.349830119867091,55.0,1,3,1.6,75
235,2020-02-10_19,2020-02-10,19,0.0,272.43724719864247,-21.000361641491693,56.0,1,3,0.8,74
236,2020-02-10_20,2020-02-10,20,0.0,284.61704290975786,-30.55971919567523,36.0,1,2,0.4,73
237,2020-02-10_21,2020-02-10,21,0.0,298.60924594530036,-39.549618769949774,31.0,1,1,0.6,71
238,2020-02-10_22,2020-02-10,22,0.0,315.6334276696332,-47.2688469337778,34.0,1,1,0.3,73
239,2020-02-10_23,2020-02-10,23,0.0,336.719535406967,-52.66987633553934,45.0,1,0,0.0,75
240,2020-02-11_0,2020-02-11,0,0.0,1.1354179190099671,-54.53072321799079,54.0,1,0,0.0,76
241,2020-02-11_1,2020-02-11,1,0.0,25.34847325308056,-52.282023083671206,77.0,1,1,0.0,78
242,2020-02-11_2,2020-02-11,2,0.0,46.029068513696615,-46.597636230763705,96.0,1,1,0.0,80
243,2020-02-11_3,2020-02-11,3,0.0,62.70175540152812,-38.7077420991786,96.0,1,1,0.0,82
244,2020-02-11_4,2020-02-11,4,0.0,76.46345973274221,-29.624693562921998,89.0,1,2,0.0,79
245,2020-02-11_5,2020-02-11,5,0.0,88.51530744716854,-20.021047032655574,80.0,1,2,0.2,75
246,2020-02-11_6,2020-02-11,6,0.0,99.7906442613522,-10.360149169895429,73.0,1,2,0.3,72
247,2020-02-11_7,2020-02-11,7,0.0,111.00080808139788,-1.0192836000658387,52.0,1,2,0.1,69
248,2020-02-11_8,2020-02-11,8,40.47,122.72129872247305,7.740937351561652,23.0,1,2,0.1,66
249,2020-02-11_9,2020-02-11,9,0.0,135.4217480824787,15.21913169278991,31.0,1,2,0.1,64
250,2020-02-11_10,2020-02-11,10,0.0,149.40727780789837,21.126672293094217,70.0,1,2,0.1,62
251,2020-02-11_11,2020-02-11,11,1110.35,164.6676244422214,24.917555045003773,85.0,1,2,0.1,61
252,2020-02-11_12,2020-02-11,12,509.77,180.73332542099385,26.162620374349046,72.0,1,3,0.2,60
